fish_species,prey_kingdom,prey_taxon,prey_class,prey_origin,prey_stage,diet_value,diet_units,diet_type,diet_percent,record_id,source_id,fish_id,start_date,end_date,sampling_interval,data_sorted_by,fish_min_length,fish_average_length,fish_max_length,fish_length_units,fish_length_measure,habitat_broad,habitat,longitude,latitude
Epiplatys senegalensis,Plantae,plant seeds,NA,aquatic or terrestrial,NA,0.38,percent,NA,0.38,0001JR1EEPNBWJRHS2K4MZ68ZY,548,0001H8AKVT36R88SW3136JTYXC,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Metazoa,fish scales,Actinopterygii,aquatic,NA,1.66,percent,NA,1.66,0001JR1EEPKHZF3SJMR35HNSPB,548,0001H8AKVT36R88SW3136JTYXC,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Metazoa,dipteran larvae,Insecta,aquatic or terrestrial,larvae,3.13,percent,mass,3.13,0001JR1EEPMX3TM9RSYEPMZ7NF,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Metazoa,dipterian nymphs,Insecta,aquatic or terrestrial,larvae,2.61,percent,mass,2.61,0001JR1EEPD1R5R17ME0M8FQ1Y,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Metazoa,hemiptera,Insecta,aquatic or terrestrial,NA,2.8699999999999997,percent,mass,2.8699999999999997,0001JR1EEP7WQSE3R6GMNDVEW6,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Metazoa,larval coleoptera,Insecta,aquatic or terrestrial,larvae,2.8699999999999997,percent,mass,2.8699999999999997,0001JR1EEPFZ9JDQQEQVDW8848,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Metazoa,adult coleoptera,Insecta,aquatic or terrestrial,adults,14.1,percent,mass,14.1,0001JR1EEPRYMGNT12149A1CXM,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Metazoa,hymenoptera,Insecta,aquatic or terrestrial,NA,8.1,percent,mass,8.1,0001JR1EEP7KQT779SQJJBXT72,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Metazoa,other insects,Insecta,aquatic or terrestrial,NA,3.92,percent,mass,3.92,0001JR1EEPXRXWJ2EVRHKQGJJF,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,NA,insect parts,Mollicutes,aquatic or terrestrial,NA,2.61,percent,mass,2.61,0001JR1EEPB0DKB93G3DH3DJPQ,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Metazoa,rotifera,NA,aquatic or terrestrial,NA,2.61,percent,mass,2.61,0001JR1EEP2RYPYW8A0FHB7GXY,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Metazoa,cladocera,Branchiopoda,aquatic,NA,5.74,percent,mass,5.74,0001JR1EEP69S4BFXRHYAR76D0,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Metazoa,copepoda,Hexanauplia,aquatic,NA,5.22,percent,mass,5.22,0001JR1EEP9FKQ4DYKC1SW9J60,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Metazoa,ostracoda,Ostracoda,aquatic,NA,6.79,percent,mass,6.79,0001JR1EEP5NFCS2P91Q7C6A4C,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Metazoa,malacostraca,Malacostraca,aquatic,NA,8.1,percent,mass,8.1,0001JR1EEP4FA3WHYZX9MK4TQR,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Metazoa,hydrachnellae,Insecta,aquatic,NA,2.61,percent,mass,2.61,0001JR1EEPTJTQQ55NJ9588XPF,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Metazoa,nematoda,NA,aquatic or terrestrial,NA,5.22,percent,mass,5.22,0001JR1EEP7KBA7J79S7YVCR3S,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Metazoa,annelida,NA,aquatic or terrestrial,NA,5.22,percent,mass,5.22,0001JR1EEP46P1EDEPKP9EATX0,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Metazoa,platyhelminthes,NA,aquatic or terrestrial,NA,2.8699999999999997,percent,mass,2.8699999999999997,0001JR1EEPV5VEYVDQ3KRFPDTP,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Plantae,unicellular algae,NA,aquatic,NA,1.31,percent,mass,1.31,0001JR1EEPE1A3KQRJQFMS333D,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Plantae,multicellular algae,NA,aquatic,NA,2.16,percent,mass,2.16,0001JR1EEP9V99V7ZDB6JY7AB2,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Plantae,plant seeds,NA,aquatic or terrestrial,NA,3.13,percent,mass,3.13,0001JR1EEPNS6XBDYMQ1NH6Q29,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Epiplatys senegalensis,Metazoa,fish scales,Actinopterygii,aquatic,NA,2.61,percent,mass,2.61,0001JR1EEP8JN59DK9PKCH4V7V,548,0001H8AKVTGMQEPA77Y0JN6YC7,2001-01-01,2001-06-01,biweekly,measurement type,1,NA,5.4,cm,SL,lentic,pond,5.6456369,6.379085
Barbus  nigrofasciatus,Metazoa,ephemeroptera,Insecta,aquatic,NA,0,percent,mass,0,0001JR1EEP87JJDJBFRVM3CHGB,527,0001H8AKVV6EX5RGEAVSGX3XNM,NA,NA,NA,fish species,NA,3,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  nigrofasciatus,Metazoa,trichoptera,Insecta,aquatic,NA,1,percent,mass,1,0001JR1EEPG3RC3HJR7J6EYEZE,527,0001H8AKVV6EX5RGEAVSGX3XNM,NA,NA,NA,fish species,NA,3,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  nigrofasciatus,Metazoa,diptera,Insecta,aquatic or terrestrial,NA,4,percent,mass,4,0001JR1EEPJ610QMZ4QX3K6CH7,527,0001H8AKVV6EX5RGEAVSGX3XNM,NA,NA,NA,fish species,NA,3,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  nigrofasciatus,Metazoa,misc aq_insecta,Insecta,aquatic,NA,0,percent,mass,0,0001JR1EEPB3TH8BVH66KZCCGJ,527,0001H8AKVV6EX5RGEAVSGX3XNM,NA,NA,NA,fish species,NA,3,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  nigrofasciatus,Metazoa,crustacea,NA,aquatic,NA,1,percent,mass,1,0001JR1EEPKQ4YFV1PJN46R9GF,527,0001H8AKVV6EX5RGEAVSGX3XNM,NA,NA,NA,fish species,NA,3,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  nigrofasciatus,Metazoa,terrestrial insecta,Insecta,terrestrial,NA,0,percent,mass,0,0001JR1EEPH9XW37NMJC0Y3D3W,527,0001H8AKVV6EX5RGEAVSGX3XNM,NA,NA,NA,fish species,NA,3,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  nigrofasciatus,Metazoa,fish,Actinopterygii,aquatic,NA,0,percent,mass,0,0001JR1EEPKX5KSW0VC0KQ8C5Y,527,0001H8AKVV6EX5RGEAVSGX3XNM,NA,NA,NA,fish species,NA,3,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  nigrofasciatus,NA,diatoms,Bacillariophyceae,aquatic,NA,1,percent,mass,1,0001JR1EEP6VQP8KD9E79BNYT6,527,0001H8AKVV6EX5RGEAVSGX3XNM,NA,NA,NA,fish species,NA,3,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  nigrofasciatus,Plantae,filament algae,NA,aquatic,NA,76,percent,mass,76,0001JR1EEPRDAHA4KEM156RAXP,527,0001H8AKVV6EX5RGEAVSGX3XNM,NA,NA,NA,fish species,NA,3,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  dorsalis,Metazoa,ephemeroptera,Insecta,aquatic,NA,0,percent,mass,0,0001JR1EEPF177APHV2A746GV0,527,0001H8AKVVJ1N9GE3WN28SKCY6,NA,NA,NA,fish species,NA,5.8,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  dorsalis,Metazoa,trichoptera,Insecta,aquatic,NA,2,percent,mass,2,0001JR1EEP5Y1HTPF8G7BAQW9Q,527,0001H8AKVVJ1N9GE3WN28SKCY6,NA,NA,NA,fish species,NA,5.8,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  dorsalis,Metazoa,diptera,Insecta,aquatic or terrestrial,NA,1,percent,mass,1,0001JR1EEP25EPP5BWV54KBC0E,527,0001H8AKVVJ1N9GE3WN28SKCY6,NA,NA,NA,fish species,NA,5.8,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  dorsalis,Metazoa,misc aq_insecta,Insecta,aquatic,NA,0,percent,mass,0,0001JR1EEPMPM0SH7N5PX02NGT,527,0001H8AKVVJ1N9GE3WN28SKCY6,NA,NA,NA,fish species,NA,5.8,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  dorsalis,Metazoa,crustacea,NA,aquatic,NA,1,percent,mass,1,0001JR1EEPGGK9XG4WB2T70Z8J,527,0001H8AKVVJ1N9GE3WN28SKCY6,NA,NA,NA,fish species,NA,5.8,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  dorsalis,Metazoa,terrestrial insecta,Insecta,terrestrial,NA,0,percent,mass,0,0001JR1EEP30RHRCN0TDC0DE27,527,0001H8AKVVJ1N9GE3WN28SKCY6,NA,NA,NA,fish species,NA,5.8,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  dorsalis,Metazoa,fish,Actinopterygii,aquatic,NA,0,percent,mass,0,0001JR1EEP2RTS112VDZEQ6F2P,527,0001H8AKVVJ1N9GE3WN28SKCY6,NA,NA,NA,fish species,NA,5.8,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  dorsalis,NA,diatoms,Bacillariophyceae,aquatic,NA,31,percent,mass,31,0001JR1EEPGJ0P4V04AHSSERCA,527,0001H8AKVVJ1N9GE3WN28SKCY6,NA,NA,NA,fish species,NA,5.8,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  dorsalis,Plantae,filament algae,NA,aquatic,NA,6,percent,mass,6,0001JR1EEPQ676M60PV0ZNYEGX,527,0001H8AKVVJ1N9GE3WN28SKCY6,NA,NA,NA,fish species,NA,5.8,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  pleurotaenia,Metazoa,ephemeroptera,Insecta,aquatic,NA,0,percent,mass,0,0001JR1EEPBEBFBT8EHQMXF9PB,527,0001H8AKVVVGEHF4Y7AW08MKAK,NA,NA,NA,fish species,NA,5.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  pleurotaenia,Metazoa,trichoptera,Insecta,aquatic,NA,8,percent,mass,8,0001JR1EEPF3V1ESRJYPJ6MNMQ,527,0001H8AKVVVGEHF4Y7AW08MKAK,NA,NA,NA,fish species,NA,5.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  pleurotaenia,Metazoa,diptera,Insecta,aquatic or terrestrial,NA,0,percent,mass,0,0001JR1EEP4GDKE97TTDMK7GE0,527,0001H8AKVVVGEHF4Y7AW08MKAK,NA,NA,NA,fish species,NA,5.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  pleurotaenia,Metazoa,misc aq_insecta,Insecta,aquatic,NA,0,percent,mass,0,0001JR1EEPBS5MF0FYDKP8WZVZ,527,0001H8AKVVVGEHF4Y7AW08MKAK,NA,NA,NA,fish species,NA,5.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  pleurotaenia,Metazoa,crustacea,NA,aquatic,NA,0,percent,mass,0,0001JR1EEPZFRX7BSKZJXF4HNE,527,0001H8AKVVVGEHF4Y7AW08MKAK,NA,NA,NA,fish species,NA,5.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  pleurotaenia,Metazoa,terrestrial insecta,Insecta,terrestrial,NA,14,percent,mass,14,0001JR1EEPCPZNB1SXNDHXNQ10,527,0001H8AKVVVGEHF4Y7AW08MKAK,NA,NA,NA,fish species,NA,5.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  pleurotaenia,Metazoa,fish,Actinopterygii,aquatic,NA,0,percent,mass,0,0001JR1EEP4JX5MYBKCNSSWRSF,527,0001H8AKVVVGEHF4Y7AW08MKAK,NA,NA,NA,fish species,NA,5.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  pleurotaenia,NA,diatoms,Bacillariophyceae,aquatic,NA,0,percent,mass,0,0001JR1EEP5R9YNY4QZMTN09EA,527,0001H8AKVVVGEHF4Y7AW08MKAK,NA,NA,NA,fish species,NA,5.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  pleurotaenia,Plantae,filament algae,NA,aquatic,NA,63,percent,mass,63,0001JR1EEPDNBM3DTSWDTJ8KEG,527,0001H8AKVVVGEHF4Y7AW08MKAK,NA,NA,NA,fish species,NA,5.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  titteya,Metazoa,ephemeroptera,Insecta,aquatic,NA,0,percent,mass,0,0001JR1EEPRREQK3PQ0PQ91GH8,527,0001H8AKVV49TS48X8DCNX97JD,NA,NA,NA,fish species,NA,2.8,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  titteya,Metazoa,trichoptera,Insecta,aquatic,NA,0,percent,mass,0,0001JR1EEP3SD9PAJE71D0466A,527,0001H8AKVV49TS48X8DCNX97JD,NA,NA,NA,fish species,NA,2.8,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  titteya,Metazoa,diptera,Insecta,aquatic or terrestrial,NA,0,percent,mass,0,0001JR1EEP2TP9CK46HBQ5F34G,527,0001H8AKVV49TS48X8DCNX97JD,NA,NA,NA,fish species,NA,2.8,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  titteya,Metazoa,misc aq_insecta,Insecta,aquatic,NA,0,percent,mass,0,0001JR1EEPASKSVSV70J4K4RK0,527,0001H8AKVV49TS48X8DCNX97JD,NA,NA,NA,fish species,NA,2.8,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  titteya,Metazoa,crustacea,NA,aquatic,NA,4,percent,mass,4,0001JR1EEPTYNR6S0BR3X6D42V,527,0001H8AKVV49TS48X8DCNX97JD,NA,NA,NA,fish species,NA,2.8,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  titteya,Metazoa,terrestrial insecta,Insecta,terrestrial,NA,0,percent,mass,0,0001JR1EEPVBQWJDT7QGRTRX8Q,527,0001H8AKVV49TS48X8DCNX97JD,NA,NA,NA,fish species,NA,2.8,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  titteya,Metazoa,fish,Actinopterygii,aquatic,NA,0,percent,mass,0,0001JR1EEPPMQCSAAQR1FGFX35,527,0001H8AKVV49TS48X8DCNX97JD,NA,NA,NA,fish species,NA,2.8,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  titteya,NA,diatoms,Bacillariophyceae,aquatic,NA,8,percent,mass,8,0001JR1EEPWX12XGVMPBBQC76P,527,0001H8AKVV49TS48X8DCNX97JD,NA,NA,NA,fish species,NA,2.8,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  titteya,Plantae,filament algae,NA,aquatic,NA,11,percent,mass,11,0001JR1EEPRH7W8Y07SJM5MSXS,527,0001H8AKVV49TS48X8DCNX97JD,NA,NA,NA,fish species,NA,2.8,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  sarana,Metazoa,ephemeroptera,Insecta,aquatic,NA,0,percent,mass,0,0001JR1EEPJ2JQSXAZE6VNGKM7,527,0001H8AKVV63W5K3DWMKSHY7YV,NA,NA,NA,fish species,NA,5.6,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  sarana,Metazoa,trichoptera,Insecta,aquatic,NA,0,percent,mass,0,0001JR1EEP5CFS1NTKYE6DAEC9,527,0001H8AKVV63W5K3DWMKSHY7YV,NA,NA,NA,fish species,NA,5.6,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  sarana,Metazoa,diptera,Insecta,aquatic or terrestrial,NA,0,percent,mass,0,0001JR1EEPS6J826R91DRSW3QQ,527,0001H8AKVV63W5K3DWMKSHY7YV,NA,NA,NA,fish species,NA,5.6,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  sarana,Metazoa,misc aq_insecta,Insecta,aquatic,NA,25,percent,mass,25,0001JR1EEPET3EKK58CM3ZV96J,527,0001H8AKVV63W5K3DWMKSHY7YV,NA,NA,NA,fish species,NA,5.6,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  sarana,Metazoa,crustacea,NA,aquatic,NA,38,percent,mass,38,0001JR1EEPS0BN5HN7GXRQ6KN5,527,0001H8AKVV63W5K3DWMKSHY7YV,NA,NA,NA,fish species,NA,5.6,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  sarana,Metazoa,terrestrial insecta,Insecta,terrestrial,NA,0,percent,mass,0,0001JR1EEPRGJ4W4K35PRNDM5Q,527,0001H8AKVV63W5K3DWMKSHY7YV,NA,NA,NA,fish species,NA,5.6,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  sarana,Metazoa,fish,Actinopterygii,aquatic,NA,20,percent,mass,20,0001JR1EEPNK2NAQ80JAX82KA6,527,0001H8AKVV63W5K3DWMKSHY7YV,NA,NA,NA,fish species,NA,5.6,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  sarana,NA,diatoms,Bacillariophyceae,aquatic,NA,5,percent,mass,5,0001JR1EEP6CG52VJ56T8E80TW,527,0001H8AKVV63W5K3DWMKSHY7YV,NA,NA,NA,fish species,NA,5.6,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  sarana,Plantae,filament algae,NA,aquatic,NA,8,percent,mass,8,0001JR1EEPFSGS9Y282PXV3W8X,527,0001H8AKVV63W5K3DWMKSHY7YV,NA,NA,NA,fish species,NA,5.6,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  filamentosus,Metazoa,ephemeroptera,Insecta,aquatic,NA,0,percent,mass,0,0001JR1EEPN9R769380AFBKD56,527,0001H8AKVV3QM1EDR8EWR1N0DA,NA,NA,NA,fish species,NA,2.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  filamentosus,Metazoa,trichoptera,Insecta,aquatic,NA,0,percent,mass,0,0001JR1EEPWEGQ0NVR5DVAGYHP,527,0001H8AKVV3QM1EDR8EWR1N0DA,NA,NA,NA,fish species,NA,2.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  filamentosus,Metazoa,diptera,Insecta,aquatic or terrestrial,NA,0,percent,mass,0,0001JR1EEP0216SAXZEXFRHNX4,527,0001H8AKVV3QM1EDR8EWR1N0DA,NA,NA,NA,fish species,NA,2.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  filamentosus,Metazoa,misc aq_insecta,Insecta,aquatic,NA,2,percent,mass,2,0001JR1EEP6RFNBMDTRQBBAM34,527,0001H8AKVV3QM1EDR8EWR1N0DA,NA,NA,NA,fish species,NA,2.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  filamentosus,Metazoa,crustacea,NA,aquatic,NA,31,percent,mass,31,0001JR1EEPJ4CP25C66MB95Q1Q,527,0001H8AKVV3QM1EDR8EWR1N0DA,NA,NA,NA,fish species,NA,2.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  filamentosus,Metazoa,terrestrial insecta,Insecta,terrestrial,NA,0,percent,mass,0,0001JR1EEPWMPTVM2AY00PGG6F,527,0001H8AKVV3QM1EDR8EWR1N0DA,NA,NA,NA,fish species,NA,2.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  filamentosus,Metazoa,fish,Actinopterygii,aquatic,NA,10,percent,mass,10,0001JR1EEPF1N683Z4VCVT0KK5,527,0001H8AKVV3QM1EDR8EWR1N0DA,NA,NA,NA,fish species,NA,2.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  filamentosus,NA,diatoms,Bacillariophyceae,aquatic,NA,27,percent,mass,27,0001JR1EEP3X3BBBTDC5KP6EVR,527,0001H8AKVV3QM1EDR8EWR1N0DA,NA,NA,NA,fish species,NA,2.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Barbus  filamentosus,Plantae,filament algae,NA,aquatic,NA,22,percent,mass,22,0001JR1EEPZ075ZSKP4F43D8F3,527,0001H8AKVV3QM1EDR8EWR1N0DA,NA,NA,NA,fish species,NA,2.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Puntius bimaculatus,Metazoa,ephemeroptera,Insecta,aquatic,NA,0,percent,mass,0,0001JR1EEPWN96FM1F1V6CFXCT,527,0001H8AKVVQQZEJG79HMGP42JH,NA,NA,NA,fish species,NA,2.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Puntius bimaculatus,Metazoa,trichoptera,Insecta,aquatic,NA,0,percent,mass,0,0001JR1EEPTMB6MH7HW2X2MC1N,527,0001H8AKVVQQZEJG79HMGP42JH,NA,NA,NA,fish species,NA,2.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Puntius bimaculatus,Metazoa,diptera,Insecta,aquatic or terrestrial,NA,0,percent,mass,0,0001JR1EEPZH6MJMBSZ23N96QY,527,0001H8AKVVQQZEJG79HMGP42JH,NA,NA,NA,fish species,NA,2.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Puntius bimaculatus,Metazoa,misc aq_insecta,Insecta,aquatic,NA,0,percent,mass,0,0001JR1EEPANMJEA51R57N6B7D,527,0001H8AKVVQQZEJG79HMGP42JH,NA,NA,NA,fish species,NA,2.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Puntius bimaculatus,Metazoa,crustacea,NA,aquatic,NA,0,percent,mass,0,0001JR1EEPPVHA4H4NBB8P5T1T,527,0001H8AKVVQQZEJG79HMGP42JH,NA,NA,NA,fish species,NA,2.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Puntius bimaculatus,Metazoa,terrestrial insecta,Insecta,terrestrial,NA,0,percent,mass,0,0001JR1EEP77P3Z9D0PB1F7VKH,527,0001H8AKVVQQZEJG79HMGP42JH,NA,NA,NA,fish species,NA,2.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Puntius bimaculatus,Metazoa,fish,Actinopterygii,aquatic,NA,0,percent,mass,0,0001JR1EEP96Q29CCAVJE2H7PC,527,0001H8AKVVQQZEJG79HMGP42JH,NA,NA,NA,fish species,NA,2.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Puntius bimaculatus,NA,diatoms,Bacillariophyceae,aquatic,NA,44,percent,mass,44,0001JR1EEPXJ9P9D9DMG1KW7DH,527,0001H8AKVVQQZEJG79HMGP42JH,NA,NA,NA,fish species,NA,2.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Puntius bimaculatus,Plantae,filament algae,NA,aquatic,NA,27,percent,mass,27,0001JR1EEPCQVP7P29T852CHCM,527,0001H8AKVVQQZEJG79HMGP42JH,NA,NA,NA,fish species,NA,2.7,NA,cm,SL,lotic,stream,80.340769,6.24797
Rasbora daniconius,Metazoa,ephemeroptera,Insecta,aquatic,NA,0,percent,mass,0,0001JR1EEPZE5DHVXH8CTKK5TQ,527,0001H8AKVVAQVAR2D4TK2PCRV2,NA,NA,NA,fish species,NA,5.5,NA,cm,SL,lotic,stream,80.340769,6.24797
Rasbora daniconius,Metazoa,trichoptera,Insecta,aquatic,NA,1,percent,mass,1,0001JR1EEP5WKG8DV26TXKMCB5,527,0001H8AKVVAQVAR2D4TK2PCRV2,NA,NA,NA,fish species,NA,5.5,NA,cm,SL,lotic,stream,80.340769,6.24797
Rasbora daniconius,Metazoa,diptera,Insecta,aquatic or terrestrial,NA,0,percent,mass,0,0001JR1EEPP4F4CPXA40FNM3KF,527,0001H8AKVVAQVAR2D4TK2PCRV2,NA,NA,NA,fish species,NA,5.5,NA,cm,SL,lotic,stream,80.340769,6.24797
Rasbora daniconius,Metazoa,misc aq_insecta,Insecta,aquatic,NA,17,percent,mass,17,0001JR1EEPED4370W6T7NM2VZS,527,0001H8AKVVAQVAR2D4TK2PCRV2,NA,NA,NA,fish species,NA,5.5,NA,cm,SL,lotic,stream,80.340769,6.24797
Rasbora daniconius,Metazoa,crustacea,NA,aquatic,NA,0,percent,mass,0,0001JR1EEPC83TR30ZN12P4M8D,527,0001H8AKVVAQVAR2D4TK2PCRV2,NA,NA,NA,fish species,NA,5.5,NA,cm,SL,lotic,stream,80.340769,6.24797
Rasbora daniconius,Metazoa,terrestrial insecta,Insecta,terrestrial,NA,54,percent,mass,54,0001JR1EEPMRHPZYJ92SRFERAG,527,0001H8AKVVAQVAR2D4TK2PCRV2,NA,NA,NA,fish species,NA,5.5,NA,cm,SL,lotic,stream,80.340769,6.24797
Rasbora daniconius,Metazoa,fish,Actinopterygii,aquatic,NA,0,percent,mass,0,0001JR1EEPWEETB8KGMAZC6XGJ,527,0001H8AKVVAQVAR2D4TK2PCRV2,NA,NA,NA,fish species,NA,5.5,NA,cm,SL,lotic,stream,80.340769,6.24797
